Gene_acc,Gene_id,SMp1,SMp2,SMp3,SMp4,SMm1,SMm2,SMm3,SMm4,Desc
38,Tb10.v4.0216,63875.0,72828.0,55842.0,67098.0,62150.0,64082.0,61627.0,50070.0,"variant surface glycoprotein (VSG, pseudogene), putative"
39,Tb927.10.6900,32615.0,42469.0,36452.0,32455.0,30306.0,41632.0,38536.0,34800.0,base J-associated glucosyltransferase
40,Tb11.01.2730,111730.0,103560.0,101210.0,116500.0,93962.0,93386.0,102500.0,97585.0,"hypothetical protein, conserved"
42,Tb11.02.5070b,31891.0,34264.0,29841.0,35289.0,39879.0,40440.0,37929.0,34537.0,"hypothetical protein, conserved"
43,Tb927.11.7213,851100.0,992710.0,840680.0,918200.0,900810.0,1010800.0,984810.0,924350.0,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative"
44,Tb11.02.5090b,128100.0,112050.0,116750.0,135290.0,124520.0,139030.0,126580.0,127530.0,"proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene"
45,Tb11.02.5380b,470990.0,523760.0,476170.0,497070.0,451350.0,492250.0,553610.0,488070.0,"exosome complex exonuclease RRP44p homologue, putative"
46,Tb11.02.5390b,113070.0,133660.0,113530.0,119990.0,118940.0,126920.0,132760.0,124320.0,"mRNA processing protein, putative"
47,Tb11.02.5410b,18710.0,23191.0,25347.0,25226.0,21078.0,19629.0,25509.0,23727.0,"ubiquitin activating enzyme, putative"
48,Tb11.02.5420b,629770.0,653100.0,619180.0,652340.0,624470.0,702630.0,710580.0,643240.0,"NADPH-cytochrome p450 reductase, putative"
49,Tb11.02.5430b,18818.0,18688.0,14001.0,12068.0,20164.0,13409.0,16910.0,13244.0,"hypothetical protein, conserved"
50,Tb927.6.4980,2052500.0,2123800.0,1851000.0,2308600.0,2115600.0,1870200.0,2153000.0,1861000.0,40S ribosomal protein S14
51,Tb927.11.7670,66243.0,69933.0,68918.0,59102.0,70836.0,52742.0,78004.0,62750.0,"Cornifin (SPRR) family, putative"
52,Tb927.10.1130,336760.0,349050.0,331110.0,335580.0,344100.0,353870.0,369890.0,353650.0,"dynein arm light chain, axonemal, putative"
53,Tb927.10.1140,101730.0,124200.0,117610.0,117670.0,84076.0,106580.0,93810.0,93217.0,epsilon tubulin
54,Tb927.10.1150,6064.9,7869.7,6685.2,6131.3,7010.9,6667.6,6822.9,7121.9,"hypothetical protein, conserved"
55,Tb927.10.1160,0.0,4516.8,5377.9,2418.6,0.0,5482.2,3458.3,3339.6,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
56,Tb927.11.715,209390.0,237400.0,206410.0,216880.0,233050.0,304170.0,248020.0,231800.0,"dynein light chain LC8, putative"
57,Tb11.0850,553700.0,513780.0,424710.0,531690.0,514560.0,605300.0,553020.0,515030.0,"SCAMP family, putative"
58,Tb927.4.1100,2834100.0,3251900.0,2870000.0,2887500.0,3032900.0,3119400.0,3351600.0,3026800.0,"ribosomal protein L21E (60S), putative"
59,Tb11.1220,4751700.0,4947200.0,4554400.0,5061700.0,5088300.0,5346400.0,5551700.0,5854200.0,hypothetical protein
60,Tb927.10.15270,1255600.0,1403500.0,1351700.0,1264600.0,1294400.0,1306400.0,1490900.0,1313600.0,"metallo- peptidase, Clan MG, Family M24"
61,Tb927.11.1840,18715000.0,21003000.0,18543000.0,18859000.0,20079000.0,20153000.0,20058000.0,19940000.0,"hypothetical protein, conserved"
62,Tb11.1780.1-p1,88569.0,122490.0,113600.0,102690.0,117330.0,118400.0,118410.0,137250.0,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative"
63,Tb11.1790.1-p1,1755200.0,1870200.0,1661200.0,1947900.0,1841700.0,2128500.0,2119300.0,1917000.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
64,Tb11.v5.0111,9743.9,11832.0,9844.3,8619.4,9947.8,8765.7,9188.3,9303.6,"variant surface protein (VSG), putative"
66,Tb927.7.4600,69664.0,88560.0,76119.0,77421.0,80484.0,80757.0,82490.0,82738.0,"Calponin homology (CH) domain containing protein, putative"
67,Tb927.7.4650,142370.0,160250.0,127670.0,142150.0,152820.0,152560.0,161270.0,143340.0,J Biosynthesis Protein 2
68,Tb927.7.4670,50023.0,58492.0,44317.0,43562.0,59158.0,52245.0,60917.0,48161.0,ribosomal RNA processing protein 4
69,Tb927.7.4690,138400.0,166110.0,138030.0,154590.0,154340.0,168320.0,161500.0,166400.0,hypothetical protein
70,Tb11.v5.0154,4869700.0,5250700.0,4741000.0,4886100.0,5316800.0,5512200.0,5791200.0,5221900.0,"WD domain, G-beta repeat, putative"
71,Tb927.7.4740,30473.0,36827.0,29849.0,30847.0,24243.0,32842.0,31898.0,24355.0,"hypothetical protein, conserved"
72,Tb927.7.4750,175410.0,168980.0,149520.0,170920.0,156020.0,144850.0,156670.0,160480.0,"hypothetical protein, conserved"
73,Tb927.7.4770,6908400.0,8416400.0,6925800.0,7682000.0,8109500.0,9661800.0,9362600.0,9069900.0,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative"
74,Tb927.7.4790,213350.0,254400.0,213030.0,215110.0,219010.0,279010.0,250570.0,216380.0,proteasome beta 6 subunit
75,Tb927.7.4810,381010.0,370250.0,328130.0,368720.0,345090.0,347440.0,345640.0,318960.0,"HD domain containing protein, putative"
76,Tb927.7.4820,110570.0,121520.0,110120.0,118420.0,109740.0,101320.0,101540.0,114320.0,"Trm112p-like protein, putative"
77,Tb927.7.4840,190530.0,193690.0,167220.0,205160.0,185410.0,216570.0,217600.0,221300.0,"hypothetical protein, conserved"
78,Tb927.7.4870,139080.0,166100.0,149660.0,133250.0,126530.0,138530.0,148170.0,121200.0,"hypothetical protein, conserved"
79,Tb927.7.4900,886990.0,951550.0,848630.0,933430.0,953580.0,1005400.0,1099500.0,945520.0,5-3 exoribonuclease A
80,Tb927.7.4910,2227200.0,2306000.0,2193900.0,2322600.0,2380900.0,2653000.0,2416800.0,2391500.0,"hypothetical protein, conserved"
81,Tb927.7.4930,13478.0,16685.0,16930.0,16834.0,17137.0,13672.0,13717.0,14844.0,ribonuclease H1
82,Tb927.7.4940,57216.0,61434.0,57130.0,56575.0,51012.0,56910.0,59629.0,56485.0,"serine peptidase, clan SC, family S9A-like protein"
83,Tb927.7.4960,88751.0,132340.0,100970.0,140570.0,125440.0,116030.0,133850.0,120850.0,"hypothetical protein, conserved"
84,Tb927.7.4980,8003.6,11248.0,11715.0,10726.0,9985.0,13465.0,11168.0,10885.0,Present in the outer mitochondrial membrane proteome 35
85,Tb927.7.4990,405070.0,423970.0,361230.0,397320.0,400990.0,417990.0,418300.0,394290.0,"hypothetical protein, conserved"
86,Tb927.7.5020,14116000.0,15953000.0,13166000.0,14170000.0,14173000.0,13865000.0,15018000.0,14027000.0,"60S ribosomal protein L19, putative"
87,Tb927.7.5030,487180.0,512180.0,398490.0,552130.0,482030.0,496990.0,506530.0,449290.0,"hypothetical protein, conserved"
88,Tb927.7.5050,448000.0,522700.0,526130.0,512310.0,495240.0,543150.0,613010.0,558000.0,"hypothetical protein, conserved"
89,Tb11.v5.0191,39306.0,47085.0,45767.0,38177.0,42472.0,40194.0,47675.0,52991.0,"ELMO/CED-12 family, putative"
90,Tb927.10.5990,852460.0,972400.0,823110.0,916240.0,986000.0,905150.0,938610.0,960900.0,"Centrosomal protein of 57 kDa, putative"
91,Tb11.v5.0196,3340200.0,3539500.0,3380400.0,3647200.0,3732200.0,3537000.0,3907400.0,3685600.0,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative"
92,Tb927.10.6060,281890.0,328700.0,296060.0,352670.0,401480.0,358250.0,322030.0,341290.0,universal minicircle sequence binding protein 2
93,Tb927.10.6080,714340.0,769800.0,729840.0,654330.0,691930.0,789450.0,778210.0,679450.0,"proteasome subunit beta type-5, putative"
94,Tb11.v5.0201,35901.0,33691.0,31483.0,29679.0,33551.0,36868.0,40580.0,31008.0,"tRNA pseudouridine synthase A, putative"
95,Tb927.10.6110,8414.3,9952.1,9997.5,11441.0,9005.5,9217.7,8998.6,13621.0,"hypothetical protein, conserved"
96,Tb927.10.6120,27999.0,32236.0,24693.0,28767.0,28165.0,31467.0,31800.0,30060.0,"Peptidase M76 family, putative"
97,Tb927.5.291b,23191.0,24919.0,21569.0,26805.0,20881.0,19350.0,23470.0,17671.0,"variant surface glycoprotein (VSG)-related, putative"
98,Tb927.5.295b,2752000.0,3140400.0,2783800.0,2970400.0,3161100.0,3274400.0,3354900.0,3194800.0,retrotransposon hotspot (RHS) protein 1
99,Tb927.5.300b,197570.0,211370.0,184780.0,199960.0,212940.0,232420.0,234350.0,220590.0,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein, putative"
100,Tb927.5.309b,2159300.0,2510600.0,2129600.0,2449800.0,2306600.0,2396800.0,2474400.0,2243200.0,"invariant surface glycoprotein, putative"
101,Tb927.5.500,346580.0,362270.0,348530.0,387640.0,368970.0,381540.0,435160.0,398990.0,"hypothetical protein, conserved"
102,Tb927.5.450,38978.0,48208.0,43903.0,49942.0,42302.0,52140.0,54681.0,55296.0,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
103,Tb927.5.420,120080.0,129470.0,128050.0,127290.0,135920.0,142220.0,143510.0,152180.0,"invariant surface glycoprotein, putative"
104,Tb927.5.410,57849.0,61465.0,52034.0,60914.0,82542.0,77345.0,85904.0,82844.0,"invariant surface glycoprotein, putative"
105,Tb927.5.390,1080800.0,1209600.0,1016400.0,1116700.0,1225800.0,1297800.0,1257900.0,1204400.0,"75 kDa invariant surface glycoprotein, putative"
106,Tb927.5.370,265530.0,282160.0,271470.0,279790.0,448280.0,417240.0,414670.0,409170.0,"75 kDa invariant surface glycoprotein, putative"
107,Tb927.5.360,4404000.0,4589800.0,4062500.0,4457200.0,4495600.0,4758200.0,4881400.0,4679200.0,75 kDa invariant surface glycoprotein
108,Tb11.v5.0232,506180.0,578040.0,497030.0,552460.0,576780.0,576350.0,592640.0,546960.0,"hypothetical protein, conserved"
109,Tb927.10.5240,206070.0,257840.0,189930.0,240890.0,219170.0,211550.0,221790.0,236210.0,"cAMP binding protein, putative"
110,Tb927.10.5210,14161.0,18445.0,19792.0,18009.0,14124.0,18231.0,23275.0,18319.0,TFIIH basal transcription factor subunit
111,Tb927.10.5200,31418.0,37337.0,28099.0,31026.0,29558.0,30336.0,34788.0,32235.0,"hypothetical protein, conserved"
112,Tb927.10.5340,8099000.0,8582900.0,7266700.0,7898600.0,8471400.0,9029900.0,8816200.0,7511500.0,"40S ribosomal protein S18, putative"
113,Tb927.10.5310,55881.0,67456.0,63534.0,59120.0,70021.0,78800.0,91081.0,71055.0,"AMP-activated kinase, alpha 1"
114,Tb927.10.5300,347660.0,437110.0,387200.0,448070.0,391740.0,392610.0,390750.0,404710.0,"eukaryotic translation initiation factor 6 (eIF-6), putative"
115,Tb927.10.5280,225010.0,286050.0,204930.0,248980.0,238290.0,238950.0,256930.0,228820.0,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
116,Tb927.10.5270,63070.0,70281.0,66698.0,64896.0,71277.0,74533.0,70980.0,67175.0,mitogen-activated protein kinase kinase 5
117,Tb927.11.7310,78894.0,101490.0,88190.0,102260.0,96304.0,82036.0,90444.0,100490.0,"RNA binding protein, putative"
118,Tb927.11.7300,23403.0,31623.0,27929.0,31308.0,23684.0,25723.0,29914.0,27160.0,"major facilitator superfamily, putative"
119,Tb927.11.7290,775070.0,931350.0,763080.0,865170.0,727600.0,752230.0,843530.0,770940.0,"pantothenate kinase subunit, putative"
120,Tb927.11.7280,63347.0,78277.0,72293.0,81705.0,62896.0,76713.0,74892.0,62117.0,"DNA-direcetd RNA polymerase II, subunit 9, putative"
121,Tb927.11.7270,1361500.0,1612400.0,1451000.0,1459300.0,1595600.0,1563700.0,1601500.0,1508200.0,"proteasome beta 3 subunit, putative"
122,Tb927.11.7240,686030.0,774590.0,740950.0,728320.0,734730.0,812750.0,879410.0,799920.0,nexin-dynein regulatory complex 2
123,Tb927.7.4480,9261600.0,11525000.0,9822300.0,10599000.0,12188000.0,12357000.0,13009000.0,12756000.0,"adenosine 5-monophosphoramidase, putative"
124,Tb927.7.4490,326990.0,365170.0,324070.0,338850.0,351660.0,375620.0,392820.0,352860.0,"hypothetical protein, conserved"
125,Tb927.7.4500,3404100.0,4177000.0,3337100.0,3661900.0,4018900.0,4068200.0,4266100.0,4104900.0,"PX domain containing protein, putative"
126,Tb927.7.4510,133860.0,131020.0,130640.0,142230.0,152080.0,136610.0,163620.0,137370.0,"Domain of unknown function (DUF4201), putative"
127,Tb927.7.4520,10626000.0,11397000.0,10114000.0,11144000.0,10988000.0,11368000.0,11881000.0,10955000.0,"Thioredoxin-like, putative"
128,Tb927.7.4550,538500.0,580070.0,519100.0,582640.0,537120.0,585080.0,625750.0,520500.0,Mitochondrial ribosomal protein L7/L12
129,Tb927.7.4560,18500.0,20571.0,19934.0,20708.0,22115.0,21986.0,23285.0,19912.0,Histone acetyltransferase 1
130,Tb927.7.4570,4304100.0,5110100.0,4471300.0,4480900.0,4994700.0,5746800.0,5532800.0,5162400.0,inosine-guanine nucleoside hydrolase
131,Tb927.10.6350,555010.0,682650.0,518860.0,629970.0,556260.0,690240.0,635330.0,642870.0,trypanin
132,Tb927.10.6340,77694.0,90825.0,83065.0,86688.0,96862.0,90368.0,86152.0,96135.0,"hypothetical protein, conserved"
133,Tb927.10.6330,176690.0,204280.0,192810.0,209420.0,192690.0,201030.0,231230.0,202260.0,kinetoplastid kinetochore protein 1
134,Tb927.10.6320,889540.0,899280.0,858280.0,880080.0,781070.0,814130.0,893080.0,867340.0,"CBF/Mak21 family, putative"
135,Tb927.10.6310,1670700.0,1834800.0,1610300.0,1630300.0,1703600.0,1659000.0,1775300.0,1723500.0,"major vault protein, putative"
136,Tb927.10.6290,786070.0,900800.0,804560.0,822360.0,846430.0,811240.0,887170.0,789270.0,"ATP-dependent DEAD/H RNA helicase, putative"
137,Tb927.11.12770,12790.0,13146.0,13006.0,12416.0,14694.0,14979.0,14187.0,12223.0,"ubiquitin ligase, putative"
138,Tb927.11.12750,118660.0,124010.0,109980.0,136630.0,99761.0,113470.0,118070.0,103740.0,cleavage and polyadenylation specificity factor 30 kDa subunit
139,Tb927.10.15930,20397.0,16625.0,16831.0,18517.0,17643.0,20984.0,19396.0,13282.0,"pdz domain containing protein, putative"
140,Tb11.v5.0304,111340.0,136830.0,111430.0,121300.0,153700.0,127670.0,145450.0,141380.0,"cation transporter, putative"
141,Tb11.v5.0325,272430.0,302130.0,242130.0,277920.0,295560.0,319870.0,323030.0,296850.0,"retrotransposon hot spot (RHS) protein, putative"
142,Tb11.v5.0326,86947.0,109580.0,97175.0,78033.0,83406.0,77251.0,105900.0,102750.0,"retrotransposon hot spot (RHS) protein, putative"
143,Tb927.10.8440,4517700.0,5117000.0,4449500.0,4473900.0,6162100.0,6660200.0,6959700.0,6300000.0,glucose transporter 1B
144,Tb927.10.5080,509130.0,600930.0,553580.0,540450.0,536640.0,561600.0,578400.0,530970.0,GPI transamidase component Tta2
145,Tb927.10.5070,15653.0,19793.0,19142.0,22198.0,13710.0,21301.0,20326.0,19119.0,"ribonuclease H, putative"
146,Tb927.10.5040,412560.0,483220.0,415300.0,455780.0,467290.0,445930.0,511830.0,473490.0,"chaperone protein DnaJ, putative"
148,Tb927.1.1240,580830.0,570920.0,570130.0,586020.0,567530.0,553370.0,586980.0,567490.0,"cytidine triphosphate synthase, putative"
149,Tb927.1.1270,953.62,1693.9,1352.5,1544.3,1101.4,0.0,987.75,1685.7,"homocysteine S-methyltransferase, putative"
150,Tb11.v5.0364,760970.0,881680.0,747350.0,843990.0,769130.0,792920.0,778620.0,770630.0,"hypothetical protein, conserved"
151,Tb11.v5.0365,100080.0,113270.0,81840.0,91065.0,91179.0,125950.0,136500.0,134300.0,"hypothetical protein, conserved"
152,Tb11.v5.0366,2953600.0,3285200.0,2774400.0,3193900.0,3065500.0,3274400.0,3415000.0,3158200.0,"hypothetical protein, conserved"
153,Tb927.1.1310,69820.0,80093.0,66553.0,73210.0,70121.0,73792.0,80448.0,76832.0,"transmembrane protein, conserved"
154,Tb927.11.1180,891790.0,945450.0,877510.0,873730.0,934610.0,1012000.0,1010700.0,956760.0,"cdc2-related kinase 6, putative"
155,Tb927.1.1370,268320.0,241720.0,220310.0,244710.0,245820.0,226850.0,271370.0,240820.0,"rRNA biogenesis protein, putative"
156,Tb11.v5.0394,1100200.0,1131700.0,1091800.0,1139300.0,1199900.0,1119600.0,1199000.0,1058800.0,"hypothetical protein, conserved"
157,Tb927.10.16170,29046.0,32144.0,32225.0,35349.0,33871.0,34053.0,35310.0,35147.0,"potassium voltage-gated channel, putative"
158,Tb927.10.16150,201970.0,238970.0,197080.0,231220.0,237200.0,257730.0,238620.0,238100.0,"ATP-dependent zinc metallopeptidase, putative"
159,Tb11.v5.0406,62031.0,71704.0,64424.0,82098.0,76898.0,68006.0,87479.0,75662.0,"glycerol uptake protein, putative"
160,Tb927.10.540,7083200.0,8296000.0,7054700.0,7572900.0,7745600.0,8470200.0,8479900.0,8175100.0,"ATP-dependent RNA helicase SUB2, putative"
161,Tb927.10.14490,1647200.0,1896100.0,1563900.0,1770900.0,1786500.0,1984700.0,2119200.0,1964200.0,"hypothetical protein, conserved"
162,Tb927.5.350,340180.0,377540.0,340980.0,354180.0,374500.0,395980.0,387980.0,380070.0,"75 kDa invariant surface glycoprotein, putative"
163,Tb11.v5.0422,223500.0,231370.0,197760.0,226260.0,208240.0,211280.0,217060.0,190630.0,"SET domain containing protein, putative"
164,Tb927.10.15850,724830.0,801950.0,741900.0,757820.0,833540.0,785410.0,913780.0,794790.0,Peroxisome biogenesis factor 12
165,Tb11.v5.0429,6282.6,6673.9,7719.2,5683.2,9002.1,4201.0,6100.5,7215.8,"receptor-type adenylate cyclase GRESAG 4, putative"
166,Tb927.10.15390,550730.0,698110.0,611660.0,649390.0,671270.0,673820.0,611880.0,630100.0,Flagellum attachment zone protein 7
167,Tb927.11.3650,7137500.0,7776900.0,6949800.0,7301800.0,7576300.0,8595600.0,8485300.0,7648400.0,"adenylosuccinate synthetase, putative"
168,Tb927.1.1030,190660.0,197600.0,225550.0,218190.0,205870.0,221150.0,218080.0,197930.0,Nucleolar protein 49
169,Tb927.1.1560,3371600.0,3811300.0,3253900.0,3582200.0,3704100.0,3643600.0,3882800.0,3515300.0,"vesicular-fusion protein nsf, putative"
170,Tb927.10.15650,18838.0,18209.0,13791.0,10714.0,17019.0,17910.0,19123.0,15473.0,Mitoribosomal SSU assembly factor 11
171,Tb11.v5.0468,85927.0,92412.0,56211.0,74795.0,67089.0,46853.0,63945.0,58213.0,"alpha tubulin, putative"
172,Tb927.1.2390,24336000.0,27608000.0,23459000.0,25544000.0,22579000.0,24496000.0,24507000.0,22996000.0,beta tubulin
173,Tb927.3.3290,83626.0,97971.0,79289.0,90309.0,80209.0,96199.0,93560.0,92122.0,"protein kinase, putative"
174,Tb11.v5.0480,954530.0,1072000.0,983580.0,1038900.0,933530.0,1007200.0,1080100.0,1050800.0,"DNA-directed RNA polymerase, alpha subunit, putative"
175,Tb927.10.15380,155380.0,198210.0,194830.0,185540.0,169610.0,180700.0,167770.0,175390.0,"U3 snoRNA-associated protein UTP11, putative"
176,Tb927.10.1200,332000.0,389800.0,333520.0,375900.0,340570.0,342350.0,341290.0,360560.0,"Programmed cell death protein 2, C-terminal putative domain containing protein, putative"
177,Tb11.v5.0489,21416.0,26379.0,27945.0,28274.0,28577.0,29713.0,27847.0,32833.0,"retrotransposon hot spot (RHS) protein, putative"
178,Tb11.v5.0493,38290.0,41391.0,36061.0,30775.0,15184.0,28902.0,29573.0,24278.0,"kinesin K39, putative"
179,Tb927.10.660,116240.0,117720.0,116460.0,112670.0,160010.0,159970.0,153960.0,136470.0,"2-oxoisovalerate dehydrogenase alpha subunit, putative"
180,Tb11.v5.0501,2742900.0,3061800.0,2668800.0,2704800.0,2794800.0,2952000.0,2879900.0,2777800.0,"40S ribosomal protein S3A, putative"
181,Tb927.10.3920,690080.0,777030.0,656630.0,751640.0,686560.0,779270.0,816830.0,755990.0,"hypothetical protein, conserved"
182,Tb927.10.6880,10600000.0,11709000.0,9809100.0,10690000.0,11490000.0,12045000.0,11669000.0,11743000.0,"glyceraldehyde 3-phosphate dehydrogenase, cytosolic"
183,Tb11.v5.0517,73220.0,84088.0,78885.0,87246.0,87306.0,79392.0,84511.0,78264.0,"hypothetical protein, conserved"
184,Tb927.8.3320,7957.7,7603.6,3865.8,5147.2,5461.8,4784.6,7200.8,5031.0,"Mitochondrial ATP synthase subunit, putative"
185,Tb11.v5.0520,103080.0,93072.0,94701.0,105560.0,76392.0,108300.0,101800.0,99693.0,"acetyltransferase, putative"
186,Tb927.1.780,135890.0,151560.0,135510.0,129040.0,155680.0,161060.0,161000.0,133100.0,leucine-rich repeat-containing protein
187,Tb927.10.16110,900110.0,1027300.0,878560.0,985330.0,964250.0,1063500.0,986940.0,1005300.0,component of motile flagella 1
188,Tb927.9.3630,936300.0,990410.0,878030.0,932560.0,998470.0,947850.0,981120.0,968670.0,"BSD domain containing protein, putative"
189,Tb927.10.5620,29528000.0,36315000.0,29691000.0,30794000.0,38751000.0,38409000.0,36925000.0,33973000.0,"fructose-bisphosphate aldolase, glycosomal"
190,Tb11.v5.0536,284620.0,307070.0,329000.0,307380.0,428180.0,429890.0,409240.0,418120.0,"hypothetical protein, conserved"
191,Tb11.v5.0537,7928500.0,8812400.0,7696300.0,8138200.0,8170900.0,8752100.0,9028900.0,8334900.0,"polyubiquitin, putative"
192,Tb927.8.5010,28614000.0,29815000.0,27097000.0,27764000.0,30101000.0,31927000.0,32753000.0,30292000.0,Paraflagellar rod protein 2-5
193,Tb927.4.4860,999210.0,997950.0,1048700.0,1131700.0,873820.0,1123500.0,1072800.0,1160300.0,"amino acid transporter 8, putative"
194,Tb927.10.10960,12367000.0,14723000.0,11480000.0,13070000.0,13951000.0,14825000.0,14189000.0,13804000.0,"heat shock protein, putative"
195,Tb11.v5.0553,92935.0,92096.0,93219.0,90251.0,88111.0,104180.0,103710.0,92002.0,"ubiquitin hydrolase, putative"
196,Tb11.v5.0555,8850.1,14564.0,15549.0,16104.0,14412.0,14545.0,16109.0,14545.0,"hypothetical protein, conserved"
197,Tb927.10.13270,249960.0,309200.0,296850.0,292780.0,313850.0,273680.0,280990.0,317380.0,"Periodic tryptophan protein 2 homolog, putative"
198,Tb927.10.350,151750.0,169640.0,166940.0,168170.0,155560.0,154270.0,167070.0,146230.0,"protein kinase PK4, putative"
199,Tb927.5.2540,170660.0,183470.0,175710.0,218750.0,187560.0,182730.0,191620.0,191090.0,"Organic solute transport protein 1, putative"
